names,f1,precision,recall,area_ratio,image_confidence,avg obj conf,avg obj size,stdev obj conf,stdev obj size,counts,num_0.1,num_0.2,num_0.3,num_0.4,num_0.5,num_0.6,num_0.7,num_0.8,num_0.9,label
CTEM 150kx c1 a0b0 _0015.png,0.825,0.868421053,0.785714286,0.032728715,0.985062849,0.96040953,0.000861282,0.168762676,0.000586068,38,1,0,0,1,0,0,0,0,36,A: over_under
CTEM 150kx c1 a0b0 _0026.png,0.827067669,0.901639344,0.763888889,0.032198145,0.943941253,0.958847243,0.000527838,0.132992659,0.000452237,61,0,0,1,1,1,1,1,1,55,A: over_under
CTEM 150kx c1 a0b0 _0047.png,0.854700855,0.961538462,0.769230769,0.034602461,0.962849955,0.934472786,0.000665432,0.207930638,0.000503028,52,3,0,0,0,0,1,1,1,46,A: over_under
HT9 33dpa 360C_0031.png,0.376068376,0.814814815,0.244444444,0.045417546,0.960391557,0.936135108,0.001682131,0.198712572,0.002664064,27,1,0,1,0,0,0,0,0,25,A: over_under
cavity1 x362.59 y71.13 z20.42.png,0.683544304,0.84375,0.574468085,0.045401329,0.984182774,0.947243822,0.001418792,0.140376606,0.001500613,32,0,1,0,0,0,0,2,1,28,A: over_under
100dpa Voids3 over 512.png,0.064516129,0.041666667,0.142857143,0.006859117,0.505539387,0.497144272,0.000285797,0.30310524,0.000196736,24,7,1,4,1,1,1,3,4,2,A: under_over
41dpa voids5 +512.png,0.153846154,0.277777778,0.106382979,0.004791976,0.475339145,0.411070703,0.000266221,0.325639092,0.000163593,18,7,3,0,3,0,1,0,1,3,A: under_over
74dpa Over focus 512 scale bar using 41dpa or 100dpa.png,0.035087719,0.117647059,0.020618557,0.003512523,0.494993971,0.507297401,0.000206619,0.336917581,0.000150145,17,4,3,2,1,1,1,0,0,5,A: under_over
74dpa-voids4 Overfocus.png,0.107526882,0.05988024,0.526315789,0.046420049,0.555945553,0.543012648,0.000277964,0.322001,6.5423E-05,167,41,17,6,16,15,13,10,13,36,A: under_over
800H-H01-1_2016-02-27_0004.png,0.290322581,0.268656716,0.315789474,0.028602204,0.78501568,0.756576973,0.000426899,0.302561181,0.000251949,67,6,5,3,3,3,0,3,8,36,A: under_over
800H-H01-1_2016-02-27_0007.png,0.680851064,0.666666667,0.695652174,0.049520381,0.860613311,0.801495631,0.002063349,0.321500446,0.001142033,24,3,1,1,1,0,0,1,0,17,A: under_over
800H-H07_0012.png,0.592833876,0.93814433,0.433333333,0.060287424,0.960956748,0.90931432,0.00062152,0.224344906,0.000390067,97,4,2,2,1,1,1,2,3,81,A: under_over
800H-H07_0014.png,0.662295082,0.901785714,0.523316062,0.077896215,0.974668745,0.94864835,0.000695502,0.174303937,0.000433743,112,2,3,0,0,1,1,1,1,103,A: under_over
CTEM 150kx c1 a0b0 _0013.png,0.444444444,0.6,0.352941176,0.00704613,0.881359779,0.883215529,0.000704613,0.208890326,0.000254385,10,0,1,0,0,0,0,1,2,6,A: under_over
CTEM 150kx c1 a0b0 _0021.png,0.638297872,0.833333333,0.517241379,0.033164048,0.995665306,0.984784404,0.001842447,0.047787086,0.001170701,18,0,0,0,0,0,0,1,0,17,A: under_over
CTEM 150kx c1 a0b0 _0023.png,0.56,0.933333333,0.4,0.010794074,0.936851293,0.868845785,0.000719605,0.217936841,0.000371819,15,0,0,1,1,1,0,0,1,11,A: under_over
CTEM 150kx c1 a0b0 _0033.png,0.4,0.9375,0.254237288,0.013061163,0.960714457,0.906430922,0.000816323,0.23760388,0.000558269,16,0,1,1,0,0,0,0,0,14,A: under_over
CTEM 150kx c1 a0b0 _0043.png,0.619047619,0.962962963,0.456140351,0.051446378,0.976021877,0.9611621,0.001905421,0.119194573,0.001051292,27,0,0,0,1,0,1,0,1,24,A: under_over
CTEM 150kx c1 a0b0 _0045.png,0.719101124,0.914285714,0.592592593,0.08005001,0.979011166,0.938757336,0.002287143,0.17397622,0.001414334,35,0,1,1,0,0,1,1,0,31,A: under_over
CTEM 150kx c1 a0b0 _0054.png,0.575,1,0.403508772,0.027818212,0.976441143,0.907600632,0.001209487,0.237798507,0.001043142,23,0,1,2,0,0,0,0,0,20,A: under_over
CTEM BF 150 kx area4 a0b0_0007.png,0.805970149,0.931034483,0.710526316,0.053521988,0.992741101,0.986381985,0.001845586,0.048490267,0.001119694,29,0,0,0,0,0,0,1,0,28,A: under_over
HT9 33dpa 360C_0011.png,0.459016393,0.666666667,0.35,0.068241345,0.972914547,0.867335238,0.003249588,0.246046957,0.002855057,21,1,1,0,0,1,2,0,0,16,A: under_over
HT9 33dpa 360C_0014.png,0.791666667,0.703703704,0.904761905,0.129851976,0.992074694,0.84651366,0.004809332,0.258645214,0.005416737,27,1,2,0,1,0,1,1,3,18,A: under_over
HT9 33dpa 360C_0017.png,0.419753086,0.80952381,0.283333333,0.067729113,0.97676386,0.79063353,0.003225196,0.334757371,0.003395237,21,2,3,0,0,0,1,0,0,15,A: under_over
HT9 33dpa 360C_0026.png,0.714285714,0.625,0.833333333,0.059256178,0.979061389,0.731868766,0.002469007,0.357789963,0.002981436,24,5,1,1,0,0,0,2,2,13,A: under_over
HT9 33dpa 360C_0034.png,0.514285714,0.5,0.529411765,0.057140326,0.952714112,0.915267309,0.003174463,0.191629695,0.004083755,18,0,1,0,0,1,0,1,0,15,A: under_over
HT9 33dpa 360C_0035.png,0.763157895,0.878787879,0.674418605,0.056388086,0.976426264,0.936843063,0.000341746,0.179197157,0.000240968,165,1,4,2,4,2,1,3,5,143,A: under_over
HT9 33dpa 360C_0044.png,0.217391304,0.277777778,0.178571429,0.019024717,0.952155968,0.751983317,0.001056929,0.35522141,0.001732143,18,3,1,1,0,1,0,0,0,12,A: under_over
HT9 33dpa 360C_0045.png,0.804664723,0.836363636,0.775280899,0.056388086,0.976426264,0.936843063,0.000341746,0.179197157,0.000240968,165,1,4,2,4,2,1,3,5,143,A: under_over
"T-X=0.2, 503.9nm.png",0.486486486,0.45,0.529411765,0.042818855,0.980794851,0.873383376,0.002140943,0.285672909,0.004376607,20,2,1,0,0,0,0,0,0,17,A: under_over
"T-X=10.6, 2962.3nm.png",0.593406593,0.75,0.490909091,0.064079085,0.978026226,0.934918329,0.001779975,0.17311274,0.003726048,36,1,0,0,1,0,1,1,1,31,A: under_over
"T-X=10.6, 503.9nm.png",0.732673267,0.711538462,0.755102041,0.061699493,0.917234517,0.920349467,0.001186529,0.21687265,0.002852065,52,3,0,0,2,0,0,0,3,44,A: under_over
