names,f1,precision,recall,area_ratio,image_confidence,avg obj conf,avg obj size,stdev obj conf,stdev obj size,avg pred shape,stdev pred shape,range pred shape,counts,swell,swell_frac,num_0.1,num_0.2,num_0.3,num_0.4,num_0.5,num_0.6,num_0.7,num_0.8,num_0.9,label
10.jpg,0.406779661,0.413793103,0.4,0.040142228,0.709262973,0.606752701,0.000692107,0.367703486,0.000370923,1.040090483,0.018585235,0.073929035,58,-0.002887408,-2.829357637,14,7,3,2,1,4,1,1,25,B_B
11.jpg,0.753164557,0.767741935,0.739130435,0.249485574,0.880521246,0.857428557,0.001609584,0.267670836,0.000429729,1.020346895,0.007828638,0.048251005,155,-0.00618871,-0.663098395,9,8,2,4,2,5,2,7,116,B_B
12.jpg,0.774193548,0.742268041,0.808988764,0.303581897,0.880176996,0.872784382,0.001564855,0.265038416,0.000449162,1.021371218,0.009259415,0.079439653,194,-0.257876036,-18.58018901,15,4,4,2,3,2,5,5,154,B_B
13.jpg,0.672222222,0.620512821,0.733333333,0.344125358,0.837472947,0.826870589,0.001764745,0.287957826,0.000502622,1.021380176,0.009877056,0.082294763,195,-0.218746185,-13.65190622,11,10,9,7,6,2,5,7,138,B_B
14.jpg,0.743494424,0.819672131,0.680272109,0.287798074,0.858974255,0.827201604,0.002359001,0.297532278,0.000790737,1.01825246,0.008507321,0.052577615,122,0.117177587,9.469463795,11,4,3,2,7,5,0,2,88,B_B
15.jpg,1,1,1,0.045906674,0.999284819,0.998155461,0.001765641,0.009146353,0.000905001,1.018522904,0.007217446,0.025197965,26,0.025170072,3.374551616,0,0,0,0,0,0,0,0,26,B_B
16.jpg,0.381818182,0.474576271,0.319391635,0.04730063,0.584898001,0.479523161,0.000267235,0.331001169,0.00013665,1.062918023,0.02556425,0.116706235,177,-0.390529914,-60.82182566,56,17,18,15,9,10,7,7,38,B_B
17.jpg,0.828897338,0.984198646,0.71592775,0.139438246,0.820613931,0.793757137,0.000314759,0.272244247,7.12E-05,1.057413009,0.016370141,0.099405292,443,-0.439235107,-34.42298226,24,19,21,17,18,24,25,43,252,B_B
18.jpg,0.61641541,0.929292929,0.461152882,0.071688245,0.889973617,0.859689129,0.000362062,0.241084733,0.00011374,1.049550238,0.020547593,0.158513275,198,-0.512594661,-52.65504036,5,7,6,8,7,8,6,8,143,B_B
19.jpg,0.600649351,0.608552632,0.592948718,0.092992281,0.519729944,0.549080196,0.000305896,0.327135662,0.000100982,1.054879559,0.017012832,0.094108184,304,-0.106748706,-16.31202083,58,41,34,23,19,12,20,14,83,B_B
10 59K.png,0.142857143,0.236842105,0.102272727,0.168443825,0.869578611,0.813435151,0.004432732,0.311339106,0.005767555,1.020139457,0.013962466,0.065289232,38,3.101437048,3862.093264,4,3,0,0,1,0,2,1,27,B_A
100dpa Voids2 over 512.png,0.149584488,0.613636364,0.085173502,0.053874642,0.803554401,0.787726835,0.001224424,0.273375214,0.000796417,1.022127523,0.012284409,0.070680362,44,0.067923304,58.15471042,2,0,4,4,2,4,1,1,26,B_A
100dpa Voids2 under 512.png,0.49452954,0.773972603,0.363344051,0.082521043,0.844383857,0.80498255,0.000565213,0.294720036,0.000536654,1.027336436,0.012420719,0.105910529,146,0.065618566,49.81715398,8,8,7,7,6,7,2,4,97,B_A
2_-1um 200K x362.35 y70.68 z20.42.png,0.407407407,0.846153846,0.268292683,0.115368061,0.993480699,0.930956998,0.008874466,0.236241618,0.008792766,1.014180552,0.013536584,0.050121571,13,0.367866121,67.41152376,1,0,0,0,0,0,0,0,12,B_A
4 59K.png,0.369230769,0.5,0.292682927,0.051939086,0.851914841,0.787344837,0.002164129,0.325588184,0.002542301,1.023727107,0.028670309,0.112566809,24,0.448778785,333.669099,3,2,0,0,0,1,1,2,15,B_A
4-2 115K -1um.png,0.697674419,0.789473684,0.625,0.060545773,0.949403615,0.806156851,0.001062207,0.30724451,0.00171062,1.029922517,0.019517379,0.100044387,57,-0.085960817,-20.15541456,7,1,1,1,2,4,1,1,39,B_A
4-3 155K -1um.png,0.538461538,0.446808511,0.677419355,0.031888714,0.880771793,0.620789247,0.000678483,0.332476176,0.002359199,1.05230555,0.034525093,0.179181593,47,-0.032114972,-13.67655521,11,2,2,3,4,1,4,6,14,B_A
5-2 93K -1um.png,0.635294118,0.931034483,0.482142857,0.076240284,0.970231998,0.965724952,0.002628975,0.131632471,0.001859531,1.016408071,0.014635722,0.064994685,29,-0.076019689,-11.52975114,0,0,1,0,0,0,1,0,27,B_A
5-3 1um.png,,0,0,0.001064716,0.208696789,0.224887699,6.26E-05,0.102301604,2.56E-05,1.256012781,0.098820129,0.341766628,17,-0.033120087,-99.30623075,8,4,4,1,0,0,0,0,0,B_A
5-3 59K -1um.png,0.654320988,0.815384615,0.546391753,0.115828052,0.976362481,0.962297312,0.00178197,0.111310384,0.001035622,1.016593062,0.007917563,0.030036572,65,0.227425209,26.44054216,0,0,0,2,0,1,3,1,58,B_A
5-4 2um.png,,0,0,0.003934745,0.302072119,0.382797121,6.90E-05,0.236452219,5.35E-05,1.320335629,0.213235273,0.760392487,57,-0.01544386,-89.23487098,19,7,8,6,5,4,5,1,2,B_A
5_115K.png,0.492753623,0.548387097,0.447368421,0.136980206,0.915468096,0.906987196,0.004418716,0.242771094,0.002242384,1.011447479,0.008760311,0.046074166,31,0.22698348,27.42065375,1,1,1,0,1,0,0,0,27,B_A
5_78K.png,0.288,0.346153846,0.246575342,0.174012925,0.887989226,0.886000741,0.003346402,0.245092534,0.001712715,1.017573473,0.013590307,0.069233429,52,1.072560058,151.47614,2,2,1,0,2,1,0,2,42,B_A
9_200K.png,0.150537634,0.21875,0.114754098,0.028198532,0.938111504,0.573840089,0.000881204,0.386927827,0.002511491,1.094310922,0.073104986,0.263109053,32,-0.100650439,-43.25460597,11,4,0,1,0,0,1,2,13,B_A
9_93K.png,0.5,0.75,0.375,0.103842245,0.936246593,0.921515075,0.003708652,0.184947273,0.00627421,1.01890503,0.020635301,0.092686275,28,1.008742679,289.0068233,1,0,0,0,1,1,0,3,22,B_A
CTEM 150kx c1 a0b0 _0006.png,0.086021505,0.125,0.06557377,0.027123937,0.897069512,0.695308374,0.000847623,0.279241078,0.002660176,1.124073149,0.072350468,0.236193352,32,0.214877008,118.7509179,1,5,2,1,2,1,4,5,11,B_A
CTEM 150kx c1 a0b0 _0014.png,0.06779661,0.111111111,0.048780488,0.031629985,0.519070179,0.641324818,0.001757221,0.302116953,0.001915184,1.061837059,0.074943247,0.193477209,18,0.169168821,129.6517038,1,3,1,1,2,2,1,1,6,B_A
CTEM 150kx c1 a0b0 _0015.png,0.545454545,0.6,0.5,0.106097621,0.737829529,0.860970306,0.003031361,0.259971497,0.004260951,1.014052502,0.016293165,0.083316645,35,1.05797963,282.0273973,1,1,2,1,1,2,0,0,27,B_A
CTEM 150kx c1 a0b0 _0024.png,0.255319149,0.545454545,0.166666667,0.027671512,0.911350121,0.717309906,0.001257796,0.317608421,0.001156725,1.059035508,0.062935496,0.153826304,22,-0.038082586,-14.95081318,1,3,2,1,0,2,1,1,11,B_A
CTEM 150kx c1 a0b0 _0026.png,0.563535912,0.467889908,0.708333333,0.150304777,0.714053985,0.681765104,0.001378943,0.352654532,0.002833889,1.026109028,0.018502639,0.09634841,109,1.29050677,375.0463195,17,14,4,4,5,6,2,1,56,B_A
CTEM 150kx c1 a0b0 _0034.png,0.325581395,0.666666667,0.215384615,0.069618653,0.79360788,0.893954208,0.003315174,0.248429365,0.003444902,1.014865194,0.013670264,0.053459613,21,0.400036171,94.28968147,2,0,0,0,0,1,0,0,18,B_A
CTEM 150kx c1 a0b0 _0044.png,0.597402597,0.92,0.442307692,0.074858708,0.915602038,0.860120367,0.002994348,0.288609097,0.001284795,1.006080053,0.003537454,0.010840043,25,0.047363195,7.055199123,2,1,1,0,1,0,0,0,20,B_A
CTEM 150kx c1 a0b0 _0047.png,0.793103448,0.901960784,0.707692308,0.042068696,0.96661312,0.928411876,0.000824876,0.170618669,0.000710765,1.019118206,0.01777451,0.092374194,51,-0.086093022,-25.84625267,0,1,0,2,1,1,3,1,42,B_A
CTEM 150kx c1 a0b0 _0062.png,0.542372881,0.8,0.41025641,0.056876929,0.942490881,0.945100216,0.002843846,0.188142691,0.003842332,1.00901258,0.003686248,0.014140832,20,0.52126303,190.6900972,1,0,0,0,0,0,1,0,18,B_A
CTEM BF 150 kx area2 a0b0_0021.png,0.434782609,0.555555556,0.357142857,0.040846907,0.992173238,0.997190595,0.004538545,0.006049484,0.004349323,1.006969271,0.00370789,0.012769732,9,0.467264778,389.6586801,0,0,0,0,0,0,0,0,9,B_A
HT9 33dpa 360C_0023.png,0.490066225,0.474358974,0.506849315,0.119420704,0.946210875,0.868288733,0.001531035,0.245693916,0.002605929,1.018715239,0.018824048,0.154182113,78,0.265563367,76.56640771,3,1,4,1,2,6,1,2,58,B_A
HT9 33dpa 360C_0031.png,0.535519126,0.52688172,0.544444444,0.126217237,0.922355365,0.857518371,0.001357175,0.265806774,0.002084851,1.01604554,0.012288433,0.066158298,93,0.089276866,19.6183989,6,1,4,1,4,3,1,3,70,B_A
cavity1 x362.59 y71.13 z20.42.png,0.698795181,0.805555556,0.617021277,0.071482814,0.950576262,0.876708658,0.001985634,0.269614225,0.001762522,1.021199637,0.019345024,0.08611017,36,0.015169516,6.623625965,3,1,0,1,0,1,0,1,29,B_A
00000.png,0.837209302,0.75,0.947368421,0.201176195,0.991964121,0.957289307,0.008382341,0.170389639,0.004655609,1.030702881,0.058069618,0.28399681,24,1.689328413,126.5948432,1,0,0,0,0,0,0,1,22,A&B_C
00001.png,0.857142857,0.75,1,0.209799086,0.980253305,0.930622144,0.006556221,0.198740574,0.002699138,1.019429708,0.026166119,0.11325949,32,1.427840566,125.0930552,1,0,0,1,1,1,0,0,28,A&B_C
00002.png,0.791666667,0.655172414,1,0.166842378,0.996699177,0.904500311,0.005753185,0.236631151,0.003768402,1.02940859,0.038833263,0.157225043,29,1.022543495,94.82180256,2,0,0,0,1,1,1,0,24,A&B_C
00003.png,0.875,0.777777778,1,0.279031139,0.996831563,0.971382865,0.007750865,0.147646175,0.004067631,1.017473681,0.027296148,0.160733088,36,2.111885727,116.8965181,1,0,0,0,0,0,0,1,34,A&B_C
00004.png,0.782608696,0.642857143,1,0.196535788,0.978633924,0.898031374,0.007019135,0.24529731,0.004349404,1.043319237,0.121955179,0.655020965,28,1.590496441,140.7731465,1,1,1,1,0,0,0,0,24,A&B_C
00005.png,0.869565217,0.769230769,1,0.172873957,0.999210791,0.98561187,0.006648998,0.057976788,0.00379842,1.038744914,0.072528678,0.272136937,26,1.278067898,125.8752171,0,0,0,0,0,1,0,0,25,A&B_C
00006.png,0.780487805,0.64,1,0.188391318,0.975221128,0.923978836,0.007535653,0.217738476,0.00492491,1.02270263,0.024607929,0.08700466,25,1.7356186,166.193501,1,1,0,0,0,0,1,0,22,A&B_C
00007.png,0.872727273,0.774193548,1,0.218772122,0.949907443,0.931943462,0.007057165,0.210344618,0.002379021,1.016499716,0.024237554,0.107004783,31,1.604022506,139.6040553,1,1,0,1,0,0,0,0,28,A&B_C
00008.png,0.936708861,0.880952381,1,0.325953182,0.975800161,0.968355116,0.00776079,0.14538723,0.003837915,1.021086141,0.031135876,0.139938601,42,2.233864947,90.99016537,1,0,0,0,1,0,0,0,40,A&B_C
00009.png,0.923076923,0.882352941,0.967741935,0.235651495,0.987677615,0.974367167,0.006930926,0.117964365,0.004010873,1.024435054,0.043950234,0.189779658,34,1.630069289,110.8760152,0,0,1,0,0,0,0,1,32,A&B_C
00010.png,0.903225806,0.823529412,1,0.286943381,0.965961696,0.947645546,0.008439511,0.179178598,0.004312971,1.029312628,0.044778107,0.191972993,34,2.300515764,123.2542402,1,0,1,0,0,0,1,0,31,A&B_C
00011.png,0.928571429,0.866666667,1,0.243100526,0.992767621,0.92542347,0.008103351,0.201810485,0.004648818,1.021474059,0.034829202,0.176557586,30,1.692013688,89.94245484,1,0,1,0,1,1,0,0,26,A&B_C
00012.png,0.949152542,0.933333333,0.965517241,0.219920725,0.999862249,0.996842657,0.007330691,0.01689044,0.003352581,1.01451305,0.030707566,0.173882958,30,1.411836159,91.34329056,0,0,0,0,0,0,0,0,30,A&B_C
00013.png,0.881355932,0.787878788,1,0.265417086,0.97394493,0.961750507,0.008042942,0.123380998,0.004488241,1.048932277,0.080341937,0.362350215,33,2.095713968,121.2581453,0,0,0,1,1,0,0,1,30,A&B_C
00014.png,0.933333333,0.933333333,0.933333333,0.261985366,0.953495953,0.937479532,0.008732846,0.193159795,0.003671686,1.019706494,0.030470569,0.1493528,30,-14.2946939,-78.91660093,1,0,0,1,1,0,0,0,27,A&B_C
00015.png,0.918032787,0.903225806,0.933333333,0.225250134,0.998161015,0.956623317,0.007266133,0.151690536,0.003846701,1.013936728,0.012547992,0.045408891,31,1.435968615,89.62930467,0,1,0,1,0,0,0,1,28,A&B_C
00016.png,0.791208791,0.666666667,0.972972973,0.020345874,0.969122456,0.969981047,0.000376775,0.081477836,0.000127237,1.030483314,0.023390932,0.160818722,54,-0.053992503,-53.05883885,0,0,0,0,0,1,3,2,48,A&B_C
00017.png,0.87037037,0.770491803,1,0.063615498,0.982534349,0.956757277,0.001042877,0.147780268,0.000592535,1.037658349,0.068125337,0.364634845,61,0.064204751,26.87053961,1,0,1,0,1,0,1,2,55,A&B_C
00018.png,0.888888889,0.8,1,0.103733084,0.97526597,0.921066965,0.001595894,0.215992512,0.001111041,1.027010172,0.038690564,0.244950249,65,-0.002308576,-0.365084517,3,1,1,0,0,2,1,1,56,A&B_C
00019.png,0.787878788,0.65,1,0.013829779,0.945216657,0.933489054,0.000345744,0.15554697,0.00010999,1.032109435,0.017615382,0.090250505,40,0.021775572,244.630741,0,0,1,1,1,1,1,2,33,A&B_C
00020.png,0.828828829,0.707692308,1,0.054424451,0.964771699,0.957900801,0.000837299,0.145446401,0.000534125,1.027673701,0.033877107,0.220826758,65,0.118178818,106.7997707,0,1,1,1,0,0,1,2,59,A&B_C
00021.png,0.848484848,0.75,0.976744186,0.114812489,0.964721361,0.913994292,0.002050223,0.231837529,0.001505491,1.027239632,0.040675579,0.196996126,56,0.536732499,199.9034247,1,3,1,0,2,0,0,0,49,A&B_C
00022.png,0.743589744,0.617021277,0.935483871,0.016508208,0.858068053,0.842299501,0.000351238,0.264323005,0.00012964,1.028130735,0.009211322,0.040425542,47,-0.06203644,-62.34748812,1,1,4,4,0,1,1,1,34,A&B_C
00023.png,0.658823529,0.56,0.8,0.031090472,0.940171649,0.877682438,0.000621809,0.238354466,0.000459651,1.026349929,0.016474235,0.102489516,50,-0.407649684,-78.27808826,2,0,3,0,2,2,1,3,37,A&B_C
00024.png,0.848484848,0.777777778,0.933333333,0.090565349,0.985507196,0.923004418,0.001677136,0.208590757,0.001314041,1.026362704,0.034745003,0.176840557,54,0.219595654,58.18826078,1,3,0,0,0,3,0,0,47,A&B_C
00025.png,0.557377049,0.386363636,1,0.013739915,0.755855359,0.706388124,0.000312271,0.350419742,0.00019569,1.042729704,0.043533148,0.265983746,44,0.028900991,1133.93859,8,2,2,3,2,1,1,1,24,A&B_C
00026.png,0.742857143,0.629032258,0.906976744,0.04258906,0.852531991,0.818433207,0.00068692,0.321319439,0.000530029,1.023256858,0.010868512,0.058149132,62,0.027895634,20.00120884,8,1,3,0,2,0,0,4,44,A&B_C
00027.png,0.936170213,0.942857143,0.929577465,0.091762402,0.978631902,0.96231002,0.001310891,0.156360088,0.000615931,1.024023571,0.044795164,0.323021594,70,-0.414305493,-47.4648206,1,0,2,0,1,0,0,0,66,A&B_C
00028.png,0.5,0.4,0.666666667,0.022148625,0.996355952,0.990464699,0.004429725,0.013744483,0.005014915,1.111519828,0.177874033,0.461634143,5,0.099889696,58.39296992,0,0,0,0,0,0,0,0,5,A&B_C
00029.png,0.588235294,0.5,0.714285714,0.060485712,0.98711399,0.890964261,0.006048571,0.201890615,0.005495972,1.018899474,0.016851766,0.053315232,10,0.316907255,69.84237098,0,0,1,0,0,1,0,1,7,A&B_C
00030.png,0.818181818,0.692307692,1,0.065489395,0.986550254,0.897828776,0.005037646,0.23905527,0.003213504,1.033880823,0.063836217,0.240204541,13,0.402957816,134.797476,0,1,1,0,0,0,0,0,11,A&B_C
00031.png,0.571428571,0.444444444,0.8,0.050960371,0.942760316,0.895975106,0.005662263,0.197456847,0.004253776,1.020201871,0.016183896,0.039748656,9,0.250480363,71.56021244,0,0,1,0,0,0,0,2,6,A&B_C
00032.png,0.8,0.714285714,0.909090909,0.094633838,0.974622562,0.872317101,0.00675956,0.245102857,0.006030447,1.064750549,0.132924955,0.40158523,14,0.703548077,146.7297253,0,0,2,0,1,0,0,0,11,A&B_C
00033.png,0.733333333,0.785714286,0.6875,0.124957544,0.956341043,0.904962885,0.008925539,0.199872899,0.005592023,1.022612232,0.033244274,0.135026554,14,0.621781212,55.19593359,0,1,0,0,0,1,0,1,11,A&B_C
00034.png,0.5,0.375,0.75,0.010837808,0.907137339,0.67553699,0.001354726,0.361567336,0.00180551,1.02648367,0.013567813,0.03393785,8,0.037339926,81.44275161,1,2,0,0,0,0,0,1,4,A&B_C
00035.png,0.6875,0.647058824,0.733333333,0.079730933,0.938812993,0.886813079,0.004690055,0.245822358,0.00379356,1.021252099,0.017518998,0.06220762,17,0.520765435,127.3188562,1,1,0,0,0,0,0,2,13,A&B_C
00036.png,0.476190476,0.384615385,0.625,0.049535414,0.930972264,0.714182887,0.003810416,0.297082447,0.004016899,1.020889108,0.012822357,0.050537205,13,0.191142754,54.30506238,0,1,2,2,0,1,0,0,7,A&B_C
00037.png,0.375,0.230769231,1,0.020637083,0.936656723,0.773258656,0.001587468,0.308156763,0.00209068,1.047846083,0.06424572,0.257741384,13,0.076605786,86.56613413,1,1,1,0,0,1,0,1,8,A&B_C
00038.png,0.733333333,0.578947368,1,0.060386961,0.988503181,0.800971201,0.003178261,0.323439169,0.00287194,1.038352746,0.064173127,0.292435353,19,0.301188464,106.5917557,1,3,0,0,0,1,1,0,13,A&B_C
00039.png,0.915254237,0.870967742,0.964285714,0.219771821,0.963907144,0.916777043,0.007089414,0.250363023,0.004230593,1.028236425,0.054750066,0.294918702,31,1.565568315,115.4398733,2,1,0,0,0,0,0,0,28,A&B_C
00040.png,0.892857143,0.833333333,0.961538462,0.213060672,0.990005604,0.915041321,0.007102022,0.236236444,0.004036694,1.01848392,0.032264623,0.176871241,30,1.327611616,93.75025088,1,2,0,0,0,0,0,1,26,A&B_C
00041.png,0.75,0.642857143,0.9,0.09545299,0.993845588,0.874095976,0.003409035,0.250074656,0.003046701,1.03661225,0.044124341,0.172913243,28,0.489013831,102.0583944,2,0,1,1,0,0,2,2,20,A&B_C
00042.png,0.769230769,0.625,1,0.149644023,0.928653846,0.877879858,0.006235168,0.266950958,0.00497906,1.072188564,0.137422311,0.478024493,24,1.023308178,115.2153532,2,0,0,1,0,1,0,1,19,A&B_C
00043.png,0.742857143,0.65,0.866666667,0.070132978,0.955110404,0.787438392,0.003506649,0.321847755,0.002949916,1.024756368,0.020269504,0.071896079,20,0.263621512,60.43336698,2,1,1,1,1,0,0,0,14,A&B_C
00044.png,0.857142857,0.857142857,0.857142857,0.189212675,0.953586167,0.958083234,0.009010127,0.154049501,0.004099857,1.041851892,0.097621602,0.451873217,21,1.479861191,123.7341571,0,1,0,0,0,0,0,1,19,A&B_C
00045.png,0.454545455,0.294117647,1,0.036555783,0.954591634,0.704064424,0.00215034,0.340493824,0.002765451,1.030724739,0.017418106,0.057136281,17,0.217057083,170.044038,2,3,0,0,0,1,1,2,8,A&B_C
00046.png,0.689655172,0.625,0.769230769,0.162857365,0.956361279,0.881094441,0.010178585,0.232216603,0.007523694,1.023973561,0.017042017,0.056165852,16,0.876705493,43.66596528,1,0,0,1,0,1,0,0,13,A&B_C
00047.png,0.844444444,0.730769231,1,0.104270137,0.939775838,0.879266855,0.00401039,0.242774365,0.002503382,1.030211896,0.051387631,0.260979679,26,0.593779159,148.1354714,0,2,0,2,1,0,0,0,21,A&B_C
00048.png,0.740740741,0.588235294,1,0.167755168,0.977319393,0.898956004,0.009867951,0.227772525,0.006817282,1.061557796,0.12879769,0.555526126,17,1.003025582,58.15478198,1,0,0,0,0,2,0,0,14,A&B_C
00049.png,0.810810811,0.681818182,1,0.096897208,0.963324099,0.817326077,0.004404419,0.311896583,0.003566239,1.021149849,0.022606326,0.073111099,22,0.574096477,127.7525998,2,1,1,1,0,1,0,0,16,A&B_C
00050.png,0.628571429,0.458333333,1,0.148653097,0.968884323,0.895103795,0.006193879,0.208472406,0.004973945,1.039815062,0.05507296,0.213196616,24,0.946235732,88.52801953,0,1,1,1,0,1,0,2,18,A&B_C
00051.png,0.133333333,0.071428571,1,0.005954451,0.916592413,0.733339052,0.000425318,0.293241303,0.000642936,1.051455101,0.024508691,0.091989969,14,0.013962405,129.4627005,1,1,1,0,0,3,1,0,7,A&B_C
00052.png,0.820512821,0.727272727,0.941176471,0.117482769,0.983598033,0.87788788,0.005340126,0.264987254,0.004516046,1.021126905,0.022667401,0.084402259,22,0.5069643,57.80866794,1,2,0,0,0,0,0,2,17,A&B_C
00053.png,0.714285714,0.576923077,0.9375,0.162802196,0.947095702,0.889929355,0.006261623,0.217648522,0.005110136,1.044401151,0.059278929,0.196182795,26,1.280551319,121.7151406,1,0,1,0,2,0,0,3,19,A&B_C
00054.png,0.48,0.333333333,0.857142857,0.02415584,0.946092984,0.569465133,0.001341991,0.393992477,0.001778278,1.089515348,0.147996634,0.512872136,18,0.090908247,96.61868531,5,2,2,0,0,0,1,1,7,A&B_C
00055.png,0.813559322,0.727272727,0.923076923,0.208717534,0.967498124,0.92482045,0.006324774,0.182002339,0.004150425,1.023705594,0.032193816,0.151449969,33,1.153022849,76.58904806,0,0,3,0,0,0,1,2,27,A&B_C
00056.png,0.260869565,0.157894737,0.75,0.024192792,0.860478121,0.686094196,0.001273305,0.346780246,0.001943628,1.037220173,0.02721627,0.091689265,19,0.08825074,88.82928909,3,2,1,0,1,1,1,0,10,A&B_C
00057.png,0.7,0.583333333,0.875,0.080499219,0.938842155,0.743793653,0.006708268,0.360764755,0.005276599,1.026360123,0.022364618,0.060718825,12,0.434524353,65.68846075,2,0,1,1,0,0,0,0,8,A&B_C
00058.png,0.5,0.333333333,1,0.037454153,0.986265953,0.735331976,0.003121179,0.342614328,0.004535416,1.041357656,0.024108859,0.084834795,12,0.190269653,61.78471656,2,1,0,0,1,0,0,1,7,A&B_C
00059.png,0.222222222,0.125,1,0.022580164,0.882064414,0.601238219,0.00141126,0.334670977,0.00283522,1.033920907,0.0231099,0.093012083,16,0.163052747,603.5490227,3,2,1,0,1,2,1,0,6,A&B_C
00060.png,0.615384615,0.444444444,1,0.076243163,0.977204064,0.753804987,0.004235731,0.31702514,0.004258652,1.033661977,0.032000653,0.120145115,18,0.474214704,125.2607789,2,1,0,2,2,0,0,0,11,A&B_C
00061.png,0.580645161,0.5625,0.6,0.1121399,0.979200111,0.901212277,0.007008744,0.210965542,0.006324169,1.051211952,0.062873727,0.225827204,16,0.080240474,5.313342653,1,0,0,0,0,1,0,2,12,A&B_C
00062.png,0.25,0.166666667,0.5,0.100859383,0.715469257,0.503421423,0.016809897,0.283826769,0.035755592,1.031321559,0.017061284,0.049636751,6,-3.5325645,-39.3812558,1,1,0,2,0,0,1,0,1,A&B_C
00063.png,0.714285714,0.555555556,1,0.234703045,0.982106459,0.686323689,0.026078116,0.349591838,0.029318121,1.029733554,0.027032381,0.08696198,9,3.652717381,85.78218191,2,0,0,1,1,0,0,0,5,A&B_C
00064.png,0.5,0.5,0.5,0.109233795,0.992818698,0.775733441,0.027308449,0.355600337,0.037433475,1.03153405,0.028187058,0.067193194,4,-2.136865382,-37.18167574,1,0,0,0,0,0,0,0,3,A&B_C
00065.png,,0,0,0.005979299,0.350278072,0.34843587,0.00099655,0.265312822,0.00052937,1.019816971,0.006490424,0.021532147,6,-1.084599346,-97.80439962,2,1,2,0,0,0,0,0,1,A&B_C
00066.png,0.666666667,0.5,1,0.048852348,0.999992932,0.999987006,0.024426174,1.16E-05,0.012517909,1.131753532,0.118659608,0.237319216,2,0.686758294,110.3292749,0,0,0,0,0,0,0,0,2,A&B_C
00067.png,0.615384615,0.444444444,1,0.246856806,0.957518722,0.797534398,0.027428534,0.264786339,0.031107703,1.022787124,0.019789681,0.068348081,9,3.015815533,51.19859455,1,0,0,0,1,0,1,1,5,A&B_C
00068.png,0.571428571,0.4,1,0.101555869,0.987162438,0.62478649,0.020311174,0.332944213,0.027234419,1.041262104,0.040593774,0.114241069,5,1.154900463,60.96509624,1,0,0,1,1,0,0,0,2,A&B_C
00069.png,0.5,0.333333333,1,0.196824543,0.96619692,0.658209212,0.03280409,0.338914563,0.045117749,1.019743592,0.012926284,0.039108625,6,0.248380761,3.095018427,1,1,0,0,0,0,1,1,2,A&B_C
00070.png,0.2,0.125,0.5,0.077934187,0.820733539,0.637029193,0.009741773,0.260247061,0.023320154,1.025229061,0.008917877,0.0263883,8,-3.586034751,-66.54140573,0,1,1,2,0,0,0,2,2,A&B_C
00071.png,0.4,0.25,1,0.178761993,0.755980713,0.806725034,0.022345249,0.275161712,0.029811119,1.031091056,0.016792505,0.058188905,8,2.093049486,41.26847285,1,0,0,0,1,0,0,2,4,A&B_C
00072.png,0.4,0.25,1,0.109723156,0.410236329,0.414039383,0.027430789,0.352796288,0.046534492,1.020025161,0.00876346,0.02361612,4,0.905379662,28.16631132,2,0,0,1,0,0,0,0,1,A&B_C
00073.png,0.222222222,0.125,1,0.141104397,0.966487412,0.676350076,0.01763805,0.35523831,0.043233624,1.028824886,0.026405149,0.086121338,8,2.652059713,52.46614581,2,0,0,1,0,0,0,2,3,A&B_C
00074.png,0.8,1,0.666666667,0.148936343,0.998423187,0.995929003,0.074468172,0.00399518,0.046490356,1.028805119,0.020068503,0.040137006,2,1.254319525,22.26622463,0,0,0,0,0,0,0,0,2,A&B_C
00075.png,0.4,0.333333333,0.5,0.06970007,0.996132292,0.84174933,0.023233357,0.216632554,0.032247885,1.025028264,0.016383275,0.039993583,3,1.014396663,78.21861567,0,0,0,0,1,0,0,0,2,A&B_C
00076.png,0.4,0.25,1,0.04175652,0.941364316,0.699173138,0.00347971,0.332285457,0.005970669,1.02430798,0.018244046,0.056718834,12,0.268267898,84.52590502,2,1,0,0,1,1,1,0,6,A&B_C
00077.png,0.352941176,0.230769231,0.75,0.103040614,0.963890949,0.720132111,0.007926201,0.332551869,0.013813566,1.021450284,0.011527714,0.042399734,13,1.140082616,102.3727493,1,1,1,1,1,0,0,1,7,A&B_C
00078.png,0.333333333,0.2,1,0.066208744,0.921722351,0.409395739,0.013241749,0.315365644,0.023140486,1.014794529,0.006151523,0.01748361,5,0.956078524,94.94700965,2,0,1,1,0,0,0,0,1,A&B_C
00079.png,1,1,1,0.095357571,0.999999881,0.999999881,0.047678786,0,0.022167431,1.009423339,0.005900408,0.011800815,2,1.372158778,72.75737258,0,0,0,0,0,0,0,0,2,A&B_C
00080.png,0.727272727,0.571428571,1,0.120601443,0.994045637,0.920991966,0.017228778,0.16711086,0.016406036,1.01762664,0.017019192,0.052947021,7,1.228729381,80.2391531,0,0,0,0,1,0,0,0,6,A&B_C
00081.png,0.181818182,0.1,1,0.031582707,0.525207678,0.540523414,0.003158271,0.32361535,0.003141349,1.016775787,0.007881935,0.021054378,10,0.285322628,1210.337124,2,1,1,1,1,0,1,1,2,A&B_C
00082.png,0.666666667,0.5,1,0.091611201,0.979116759,0.683014773,0.0229028,0.353361858,0.021787472,1.008246005,0.005545404,0.012446933,4,1.265976852,113.2531141,1,0,0,0,1,0,0,0,2,A&B_C
